City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,el jadid,33.2549,-8.506,23.75,67,14,8.5,MA,1689937270
363,fairfield,41.2668,-73.3162,22.76,82,40,2.57,US,1689937567
364,mili,6.0815,171.735,28.27,84,78,9.06,MH,1689937567
365,sterling,39.0062,-77.4286,20.5,92,75,2.06,US,1689937461
366,lardjem,35.748,1.5481,35.8,19,8,3.84,DZ,1689937567
367,hohhot,40.8106,111.6522,23.16,60,40,3.0,CN,1689937567
368,tot'ma,59.9747,42.7642,15.69,90,100,4.19,RU,1689937567
369,ciudad madero,22.2667,-97.8333,27.25,88,3,1.06,MX,1689937568
370,saint-pierre,-21.3393,55.4781,24.82,65,0,8.23,RE,1689937324
371,bria,6.5423,21.9863,29.71,58,27,1.99,CF,1689937568
372,erenhot,43.6475,111.9767,21.75,60,92,2.2,CN,1689937352
373,turan,16.0678,108.2208,30.99,74,20,4.63,VN,1689937568
374,sanctuary point,-35.1114,150.629,12.64,53,78,7.05,AU,1689937568
375,bridgewater,44.3835,-64.5155,18.95,99,48,1.34,CA,1689937569
376,trinidad,-14.8333,-64.9,17.99,94,0,0.0,BO,1689937569
377,san paolo,-23.5475,-46.6361,17.7,93,20,3.6,BR,1689937435
378,copalillo,18.0333,-99.1167,19.56,75,38,1.04,MX,1689937569
379,sungai penuh,-2.0833,101.3833,20.84,93,82,0.89,ID,1689937569
380,tobol,52.6844,62.5794,21.66,47,78,5.36,KZ,1689937570
381,ola,59.5833,151.2833,21.19,93,8,3.94,RU,1689937314
382,quellon,-43.1167,-73.6167,10.14,93,100,4.12,CL,1689937570
383,luziania,-16.2525,-47.9503,17.83,79,24,5.52,BR,1689937570
384,kondapalle,16.6167,80.5333,26.47,74,100,6.14,IN,1689937283
385,peniche,39.3558,-9.3811,23.49,82,44,3.69,PT,1689937233
386,akrehamn,59.2667,5.1833,15.0,72,75,4.63,NO,1689937364
387,murzuq,25.9155,13.9184,38.58,11,0,3.58,LY,1689937404
388,minot air force base,48.4209,-101.3391,14.99,91,40,3.09,US,1689937571
389,banda aceh,5.5577,95.3222,29.91,67,94,6.82,ID,1689937571
390,salekhard,66.53,66.6019,25.69,53,84,2.24,RU,1689937571
391,dano,11.15,-3.0667,32.5,49,14,3.67,BF,1689937571
392,broken hill,-31.95,141.4333,8.75,59,2,3.11,AU,1689937571
393,bubaque,11.2833,-15.8333,27.91,81,59,3.65,GW,1689937572
394,saldanha,-33.0117,17.9442,17.03,42,59,0.95,ZA,1689937102
395,tselina,46.5338,41.0328,31.28,30,7,3.52,RU,1689937572
396,dire dawa,9.5931,41.8661,31.46,36,99,4.16,ET,1689937572
397,jinghong,21.991,100.7341,26.06,95,95,1.11,CN,1689937384
398,zeya,53.75,127.2667,19.33,60,34,2.1,RU,1689937572
399,saint-paul,-21.0096,55.2707,27.05,89,8,0.45,RE,1689937572
400,al ghayzah,16.2079,52.176,28.8,74,96,5.46,YE,1689937573
401,borba,-4.3878,-59.5939,22.21,64,0,0.62,BR,1689937573
402,basco,20.4487,121.9702,29.33,78,24,6.4,PH,1689937573
403,kolpashevo,58.3131,82.9089,23.7,64,100,3.33,RU,1689937573
404,alghero,40.5589,8.3181,33.05,52,0,3.6,IT,1689937573
405,port blair,11.6667,92.75,26.02,94,75,3.09,IN,1689937309
406,trujillo,-8.116,-79.03,20.98,83,100,2.06,PE,1689937520
407,loushanguan,28.1375,106.82,22.82,95,90,0.66,CN,1689937574
408,fort st. john,56.2499,-120.8529,17.94,63,0,2.57,CA,1689937574
409,pudozh,61.8099,36.5345,12.23,96,100,6.96,RU,1689937574
410,yanai,33.9667,132.1167,28.0,90,1,1.44,JP,1689937574
411,gordonvale,-17.0936,145.7842,21.88,87,87,1.8,AU,1689937574
412,matoury,4.8483,-52.3317,22.98,100,100,0.0,GF,1689937575
413,qarazhal,48.0078,70.7903,32.6,16,49,8.42,KZ,1689937575
414,jackson,42.4165,-122.8345,21.93,66,0,0.0,US,1689937170
415,lyakhavichy,53.0388,26.2656,20.27,49,43,5.12,BY,1689937575
416,luanco,43.6152,-5.7934,23.34,73,29,2.95,ES,1689937575
417,bethanie,-26.4833,17.15,21.86,11,0,2.47,NA,1689937575
418,annotto bay,18.2717,-76.7652,26.63,88,77,3.21,JM,1689937576
419,devon,50.75,-3.75,19.83,60,46,5.7,GB,1689937400
420,yonan-up,37.9089,126.1611,24.11,79,20,1.51,KP,1689937576
421,ponta delgada,37.7333,-25.6667,22.4,78,40,2.06,PT,1689937237
422,nizhneudinsk,54.9076,99.0276,25.69,40,44,3.78,RU,1689937576
423,flying fish cove,-10.4217,105.6791,23.82,83,100,6.69,CX,1689937345
424,labuan,5.2767,115.2417,25.2,83,20,1.54,MY,1689937576
425,al jubayl,27.0112,49.6583,38.15,41,78,6.1,SA,1689937576
426,anamur,36.0751,32.8369,32.75,46,0,2.75,TR,1689937577
427,madera,37.1666,-119.8343,27.91,40,0,1.54,US,1689937577
428,lerwick,60.1545,-1.1494,13.0,74,76,3.09,GB,1689937298
429,daleville,31.3102,-85.713,25.67,98,0,1.54,US,1689936984
430,balabac,7.9868,117.0645,26.91,84,100,9.37,PH,1689937577
431,mil'kovo,55.6078,37.7956,22.11,47,77,4.01,RU,1689937577
432,achacachi,-16.05,-68.6833,3.76,46,0,0.54,BO,1689937577
433,healdsburg,38.6105,-122.8692,24.95,87,0,0.0,US,1689937323
434,prado,-17.3411,-39.2208,22.38,82,96,6.71,BR,1689937578
435,la plata,-34.9215,-57.9545,16.12,98,84,4.71,AR,1689937578
436,lompoc,34.6391,-120.4579,19.88,97,100,2.06,US,1689937080
437,nagqu,31.5,92.0,14.68,40,13,5.48,CN,1689937578
438,chikwawa,-16.0335,34.8009,28.37,39,73,4.85,MW,1689937256
439,macae,-22.3708,-41.7869,15.86,76,75,0.51,BR,1689937578
440,boca suno,-0.7167,-77.1333,20.41,99,93,0.7,EC,1689937579
441,domodossola,46.1165,8.2931,28.09,53,25,2.24,IT,1689937579
442,sinabang,2.4803,96.3801,28.02,76,61,3.03,ID,1689937300
443,nizhnesortymskiy,62.4397,71.7603,23.33,58,100,6.43,RU,1689937278
444,berbera,10.4396,45.0143,35.99,40,99,5.99,SO,1689937579
445,ciudad lazaro cardenas,17.9583,-102.2,25.9,88,24,1.63,MX,1689937293
446,horqueta,-23.3428,-57.0597,20.34,70,1,3.49,PY,1689937579
447,sevastopol,44.6,33.5333,27.78,48,23,1.34,UA,1689937580
448,astrakhan,46.3497,48.0408,32.93,41,0,6.0,RU,1689937580
449,belyy yar,53.6039,91.3903,23.94,69,0,5.0,RU,1689937339
450,kigonsera,-10.8,35.05,20.6,47,29,3.57,TZ,1689937580
451,hukumati azrah,34.1736,69.6457,28.2,27,3,2.54,AF,1689937580
452,westport,41.1415,-73.3579,24.02,90,40,2.57,US,1689937305
453,wanning,18.8003,110.3967,28.75,81,37,2.53,CN,1689937581
454,mugia,43.1041,-9.2179,23.28,75,0,3.42,ES,1689937355
455,arkhangel'sk,64.5401,40.5433,18.19,92,100,3.41,RU,1689937345
456,abadiania,-16.2042,-48.7069,14.51,81,16,4.55,BR,1689937581
457,mahina,-17.5065,-149.489,20.87,73,40,2.57,PF,1689937364
458,lodwar,3.1191,35.5973,34.28,29,85,5.3,KE,1689937336
459,kepno,51.2784,17.9891,24.91,28,72,3.25,PL,1689937477
460,rocha,-34.4833,-54.3333,14.05,95,38,5.28,UY,1689937582
461,carutapera,-1.195,-46.02,24.82,90,32,2.14,BR,1689937314
462,san rafael del yuma,18.4299,-68.6739,26.76,84,43,2.43,DO,1689937582
463,okha,53.5739,142.9478,11.98,98,76,5.12,RU,1689937582
464,shiqian,27.5225,108.2281,28.13,84,83,0.83,CN,1689937582
465,ribeira brava,32.65,-17.0667,25.95,67,2,0.89,PT,1689937321
466,al jawf,29.5,38.75,39.33,9,0,3.18,SA,1689937582
467,mountain home,43.133,-115.6912,22.3,40,0,3.09,US,1689937587
468,posto fiscal rolim de moura,-13.0833,-62.2667,18.81,73,0,0.19,BR,1689937588
469,angaur state,6.906,134.13,28.48,80,88,5.77,PW,1689937588
470,akureyri,65.6835,-18.0878,8.96,93,75,2.57,IS,1689937588
471,longonjo,-12.9067,15.2533,28.81,19,92,2.09,AO,1689937514
472,dalbandin,28.8947,64.4101,42.24,12,56,5.44,PK,1689937588
473,damasak,13.0977,12.4952,31.49,46,96,5.2,NG,1689937588
474,mala,-12.6581,-76.6308,18.56,78,67,0.74,PE,1689937589
475,fortaleza,-3.7227,-38.5247,25.68,65,0,7.2,BR,1689937319
476,bayganin,48.6947,55.8742,30.39,24,44,4.69,KZ,1689937589
477,gao,16.6362,1.637,36.8,33,99,5.64,ML,1689937589
478,villa huidobro,-34.8383,-64.5869,8.32,84,65,0.99,AR,1689937589
479,sao martinho,39.5144,-9.1311,25.42,83,59,3.13,PT,1689937589
480,deqen,29.9618,90.7188,20.03,32,82,1.81,CN,1689937520
481,karagandy,49.8019,73.1021,26.97,26,98,7.32,KZ,1689937590
482,taroa,8.7058,171.2275,28.34,83,74,9.97,MH,1689937590
483,afaahiti,-17.75,-149.2833,19.93,65,13,7.02,PF,1689937305
484,orebro,59.2741,15.2066,19.77,72,40,5.14,SE,1689937590
485,menongue,-14.6585,17.691,30.86,15,21,2.05,AO,1689937590
486,biloela,-24.4167,150.5,18.64,47,97,1.33,AU,1689937590
487,nishinoomote,30.7333,131.0,27.59,79,100,0.94,JP,1689937591
488,port augusta,-32.5,137.7667,8.85,63,3,1.85,AU,1689937358
489,hiawatha,42.0358,-91.6821,15.62,92,0,3.6,US,1689937405
490,hilton head island,32.2163,-80.7526,28.32,85,0,6.17,US,1689937591
491,micheweni,-4.9667,39.8333,27.59,65,1,7.12,TZ,1689937591
492,shingu,33.7333,135.9833,23.93,91,6,1.09,JP,1689937342
493,isanlu-itedoijowa,8.2667,5.8333,25.37,83,100,2.22,NG,1689937591
494,flin flon,54.7682,-101.865,15.36,72,67,2.42,CA,1689937592
495,tolanaro,-25.0319,46.9987,21.04,64,75,5.14,MG,1689937275
496,santana,-0.0583,-51.1817,24.1,100,20,2.06,BR,1689936996
497,haiku-pauwela,20.9219,-156.3051,23.43,84,0,3.58,US,1689937257
498,lionel town,17.8101,-77.2406,27.04,79,67,5.21,JM,1689937592
499,arecibo,18.4724,-66.7157,28.48,89,23,2.77,PR,1689937592
500,al quwayrah,29.8004,35.3116,36.0,16,0,5.23,JO,1689937592
501,mukalla,14.5425,49.1242,41.59,29,69,5.01,YE,1689937250
502,coronel dorrego,-38.7187,-61.2873,10.0,81,94,6.4,AR,1689937593
503,auki,-8.7676,160.7034,25.35,88,100,1.7,SB,1689937593
504,machico,32.7,-16.7667,26.51,65,40,7.72,PT,1689937593
505,bechar,31.6167,-2.2167,39.18,8,20,4.12,DZ,1689937593
506,yancheng,33.3856,120.1253,26.99,91,97,2.81,CN,1689937593
507,morondava,-20.2833,44.2833,27.42,57,0,6.15,MG,1689937350
508,sitka,57.0531,-135.33,15.94,82,100,1.54,US,1689937593
509,birao,10.2849,22.7882,31.83,54,95,1.16,CF,1689937356
510,colonia,50.9333,6.95,22.81,55,40,3.6,DE,1689937265
511,nouadhibou,20.931,-17.0347,23.99,73,8,10.8,MR,1689937332
512,jutai,-5.1833,-68.9,20.25,85,51,0.95,BR,1689937594
513,novoishimskiy,53.1981,66.7694,21.89,49,66,6.72,KZ,1689937594
514,guerrero negro,27.9769,-114.0611,19.02,86,96,4.07,MX,1689937594
515,conde,-7.2597,-34.9075,24.7,78,20,4.12,BR,1689937440
516,whangarei,-35.7317,174.3239,10.7,90,100,4.3,NZ,1689937594
517,bonab,37.3404,46.0561,36.25,23,20,2.06,IR,1689937594
518,azna,33.6095,48.9307,38.54,7,3,7.15,IR,1689937595
519,muntok,-2.0667,105.1833,27.48,76,63,4.04,ID,1689937595
520,qaisumah,28.3112,46.1273,45.98,6,0,5.14,SA,1689937349
521,ocher,57.8904,54.7202,20.3,62,75,5.21,RU,1689937595
522,marsa alam,25.0757,34.8918,35.7,42,3,7.26,EG,1689937595
523,polyarnyy,69.1989,33.4478,9.88,76,98,8.82,RU,1689937299
524,lospalos,-8.5186,127.0025,20.62,79,60,3.13,TL,1689937595
525,venustiano carranza,19.43,-99.0992,17.3,65,75,3.58,MX,1689937596
526,songling,31.1933,120.7176,28.33,86,100,2.51,CN,1689937596
527,las animas,-39.8087,-73.2182,12.08,95,100,3.44,CL,1689937596
528,san julian,21.0167,-102.1667,12.54,90,55,1.2,MX,1689937596
529,catia la mar,10.6038,-67.0303,27.5,73,40,3.09,VE,1689937596
530,laranjeiras do sul,-25.4078,-52.4161,12.2,93,8,1.96,BR,1689937596
531,brazzaville,-4.2658,15.2832,26.17,69,58,2.57,CG,1689937596
532,turuntayevo,52.2,107.6167,23.05,48,98,2.29,RU,1689937341
533,sogndal,61.2283,7.1003,17.21,67,100,1.03,NO,1689937597
534,canutama,-6.5339,-64.3831,21.29,67,74,0.58,BR,1689937597
535,sisimiut,66.9395,-53.6735,5.83,96,100,3.89,GL,1689937303
536,muisne,0.6,-80.0333,25.47,89,99,4.77,EC,1689937597
537,deniliquin,-35.5333,144.9667,6.24,72,3,2.66,AU,1689937597
538,raduzhny,62.0961,77.475,19.32,82,100,2.52,RU,1689937597
539,aleksandrov gay,50.147,48.5704,28.64,28,100,2.62,RU,1689937597
540,san patricio,28.017,-97.5169,27.7,96,1,2.13,US,1689937287
541,mishkovo-pohorilove,46.9995,32.118,28.98,33,3,4.7,UA,1689937598
542,aripuana,-9.1667,-60.6333,18.96,62,1,1.11,BR,1689937598
543,noumea,-22.2763,166.4572,22.22,99,88,2.97,NC,1689937521
544,san mariano,7.5,126.0,23.93,94,100,1.67,PH,1689937598
545,yemva,62.59,50.8594,18.33,87,93,2.97,RU,1689937598
546,tosontsengel,48.7567,98.2839,14.88,82,100,2.73,MN,1689937598
547,bukoba,-1.3317,31.8122,26.99,50,0,2.57,TZ,1689937598
548,taiyuan,37.8694,112.5603,27.92,54,20,7.0,CN,1689937599
549,sapatgram,26.3334,90.109,33.57,65,48,2.63,IN,1689937599
550,pula,44.8683,13.8481,32.31,43,0,3.09,HR,1689937599
551,macapa,0.0389,-51.0664,23.99,94,0,3.6,BR,1689937465
552,pacific grove,36.6177,-121.9166,13.82,94,100,0.89,US,1689937253
553,pul-e 'alam,33.9953,69.0227,34.53,14,0,4.15,AF,1689937599
554,kumla,59.1277,15.1434,19.63,72,40,5.14,SE,1689937599
555,severo-yeniseyskiy,60.3725,93.0408,26.7,31,88,3.38,RU,1689937310
556,sakaiminato,35.55,133.2333,26.96,89,20,6.17,JP,1689937599
557,kirkwall,58.9848,-2.9587,12.03,87,75,4.63,GB,1689937600
558,qarauyl,48.9451,79.255,33.21,16,78,3.4,KZ,1689937600
559,melekeok village,7.4957,134.6367,28.31,83,75,3.09,PW,1689937600
560,qinzhou,21.95,108.6167,29.55,78,62,2.44,CN,1689937600
561,limon,10.0,-83.0333,25.03,85,97,2.3,CR,1689937600
562,yashkul',46.1711,45.3435,32.41,31,81,1.12,RU,1689937601
563,suances,43.4334,-4.0434,22.91,76,40,1.54,ES,1689937601
564,kismayo,-0.3582,42.5454,27.98,69,35,9.8,SO,1689937316
565,kainantu,-6.2887,145.8655,16.31,96,79,0.74,PG,1689937601
566,taro,-8.3862,115.28,22.0,86,0,0.58,ID,1689937601
567,lashio,22.9333,97.75,26.11,89,88,0.51,MM,1689937606
